ano;codigo_municipio;municipio;uf;ibc;cobertura_pop_4g5g;densidade_smp;hhi_smp;densidade_scm;hhi_scm;adensamento_estacoes;fibra;cobertura_area_agricultavel
2024;2310852;Pindoretama - CE;CE;70.5;99.978;57.0;57.0;44.75;65.0;24.38;100.0;100.0
2024;2310902;Piquet Carneiro - CE;CE;50.96;60.4893;32.65;53.0;6.77;59.0;23.25;100.0;70.4743
2024;2310951;Pires Ferreira - CE;CE;52.07;96.8736;13.77;57.0;7.78;51.0;45.65;50.0;99.0986
2024;2311009;Poranga - CE;CE;44.2;69.7338;27.44;33.0;31.11;16.0;24.15;100.0;20.7626
2024;2311108;Porteiras - CE;CE;32.54;84.788;37.05;9.0;9.48;25.0;11.27;0.0;70.2172
2024;2311207;Potengi - CE;CE;52.51;86.2236;54.14;61.0;4.62;47.0;33.61;50.0;83.819
2024;2311231;Potiretama - CE;CE;37.18;69.4069;50.52;37.0;0.04;63.0;40.79;0.0;53.387
2024;2311264;Quiterianópolis - CE;CE;26.63;58.4708;29.77;36.0;10.08;19.0;17.07;0.0;45.4119
2024;2311306;Quixadá - CE;CE;63.65;85.1698;50.34;69.0;46.8;54.0;25.43;100.0;68.4315
2024;2311355;Quixelô - CE;CE;47.39;54.6468;41.91;45.0;17.42;53.0;20.6;100.0;37.9985
2024;2311405;Quixeramobim - CE;CE;58.66;74.6559;45.99;68.0;46.17;60.0;20.4;100.0;49.8597
2024;2311504;Quixeré - CE;CE;40.71;85.06;44.65;68.0;27.79;63.0;23.14;0.0;40.0061
2024;2311603;Redenção - CE;CE;56.44;91.055;44.76;59.0;20.95;72.0;24.68;50.0;97.7499
2024;2311702;Reriutaba - CE;CE;39.45;82.1832;39.11;21.0;12.38;49.0;18.36;0.0;94.1322
2024;2311801;Russas - CE;CE;61.84;90.3497;56.75;67.0;37.63;64.0;18.77;100.0;52.711
2024;2311900;Saboeiro - CE;CE;49.29;69.0513;39.25;48.0;1.55;54.0;32.06;100.0;42.4762
2024;2311959;Salitre - CE;CE;37.75;60.2742;31.04;32.0;4.81;50.0;17.42;50.0;56.9374
2024;2312007;Santana do Acaraú - CE;CE;49.83;78.5722;33.03;41.0;16.1;33.0;17.16;100.0;57.3592
2024;2312106;Santana do Cariri - CE;CE;50.99;76.9628;41.7;47.0;2.14;43.0;17.25;100.0;64.1194
2024;2312205;Santa Quitéria - CE;CE;51.51;65.6036;42.56;64.0;31.51;48.0;24.01;100.0;29.9708
2024;2312304;São Benedito - CE;CE;59.74;93.4694;41.4;60.0;20.6;63.0;12.04;100.0;80.2552
2024;2312403;São Gonçalo do Amarante - CE;CE;68.86;95.4534;71.16;57.0;25.0;72.0;35.65;100.0;82.0101
2024;2312502;São João do Jaguaribe - CE;CE;46.53;84.2368;61.84;33.0;0.0;64.0;60.43;0.0;77.1648
2024;2312601;São Luís do Curu - CE;CE;53.84;97.0561;40.18;24.0;3.79;25.0;13.68;100.0;88.1778
2024;2312700;Senador Pompeu - CE;CE;61.77;82.4943;44.45;60.0;28.75;63.0;25.85;100.0;82.785
2024;2312809;Senador Sá - CE;CE;53.05;81.2217;38.99;42.0;10.14;80.0;33.25;100.0;36.3857
2024;2312908;Sobral - CE;CE;69.01;97.346;58.82;64.0;50.67;80.0;25.08;100.0;70.1899
2024;2313005;Solonópole - CE;CE;52.62;64.9684;42.17;52.0;25.17;69.0;24.02;100.0;41.4041
2024;2313104;Tabuleiro do Norte - CE;CE;50.22;89.5711;46.29;66.0;36.61;33.0;21.84;50.0;53.8187
2024;2313203;Tamboril - CE;CE;57.99;79.9777;43.6;57.0;32.98;66.0;27.63;100.0;50.789
2024;2313252;Tarrafas - CE;CE;42.43;65.5252;40.05;18.0;2.75;50.0;32.78;50.0;70.7515
2024;2313302;Tauá - CE;CE;46.7;74.0501;47.33;50.0;34.36;63.0;22.57;50.0;37.5043
2024;2313351;Tejuçuoca - CE;CE;29.63;61.5494;31.17;34.0;7.7;52.0;11.35;0.0;54.9907
2024;2313401;Tianguá - CE;CE;59.74;91.7701;51.47;47.0;28.91;47.0;16.25;100.0;73.271
2024;2313500;Trairi - CE;CE;56.23;81.8688;39.73;62.0;11.4;71.0;26.01;100.0;59.1198
2024;2313559;Tururu - CE;CE;53.74;90.7158;48.8;55.0;3.01;57.0;32.35;50.0;94.8983
2024;2313609;Ubajara - CE;CE;62.62;93.0343;47.67;59.0;32.52;63.0;13.11;100.0;82.4099
2024;2313708;Umari - CE;CE;53.74;89.6406;39.34;22.0;15.87;74.0;42.9;50.0;91.2966
2024;2313757;Umirim - CE;CE;61.35;90.5965;55.99;64.0;5.59;43.0;22.47;100.0;93.7593
2024;2313807;Uruburetama - CE;CE;53.0;94.8537;43.49;60.0;3.28;56.0;23.5;50.0;96.8975
2024;2313906;Uruoca - CE;CE;50.45;77.4211;34.18;57.0;11.92;78.0;35.1;50.0;77.2976
2024;2313955;Varjota - CE;CE;55.87;96.4342;57.08;32.0;58.28;4.0;10.72;50.0;98.1753
2024;2314003;Várzea Alegre - CE;CE;63.08;86.1224;43.49;64.0;36.0;61.0;22.07;100.0;84.2674
2024;2314102;Viçosa do Ceará - CE;CE;36.9;72.2178;38.08;62.0;7.46;70.0;21.56;0.0;56.0352
2024;2400109;Acari - RN;RN;60.57;91.4326;43.17;52.0;22.0;71.0;41.42;100.0;56.1883
2024;2400208;Açu - RN;RN;61.31;92.2986;50.18;46.0;49.81;71.0;22.92;100.0;44.5554
2024;2400307;Afonso Bezerra - RN;RN;25.83;66.1816;23.32;25.0;3.18;46.0;17.94;0.0;35.9307
2024;2400406;Água Nova - RN;RN;52.54;95.4022;52.33;60.0;29.47;38.0;49.54;0.0;99.5735
2024;2400505;Alexandria - RN;RN;52.6;81.6939;36.95;50.0;8.14;63.0;17.8;100.0;57.2586
2024;2400604;Almino Afonso - RN;RN;41.38;88.3712;38.19;12.0;16.23;56.0;20.81;0.0;97.5836
2024;2400703;Alto do Rodrigues - RN;RN;42.67;96.1227;69.16;33.0;29.5;43.0;23.33;0.0;41.3687
2024;2400802;Angicos - RN;RN;60.56;93.2036;65.01;55.0;17.25;46.0;37.58;100.0;49.2139
2024;2400901;Antônio Martins - RN;RN;42.7;70.2199;28.22;23.0;3.9;60.0;29.68;50.0;74.7812
2024;2401008;Apodi - RN;RN;41.1;76.161;47.95;58.0;8.44;53.0;21.4;50.0;21.0967
2024;2401107;Areia Branca - RN;RN;44.2;84.5301;45.77;60.0;29.34;34.0;20.29;50.0;25.4628
2024;2401206;Arês - RN;RN;48.94;98.4242;34.69;6.0;25.79;30.0;14.64;50.0;99.6027
2024;2401305;Augusto Severo - RN;RN;39.93;60.6537;38.96;12.0;12.22;16.0;14.93;100.0;25.8873
2024;2401404;Baía Formosa - RN;RN;44.75;91.5393;52.71;32.0;43.22;34.0;21.98;0.0;73.9535
2024;2401453;Baraúna - RN;RN;33.95;74.4579;46.87;50.0;8.5;54.0;26.53;0.0;29.8845
2024;2401503;Barcelona - RN;RN;43.82;81.5965;34.28;40.0;37.11;27.0;48.74;0.0;78.746
2024;2401602;Bento Fernandes - RN;RN;43.19;81.473;38.08;56.0;20.07;56.0;40.65;0.0;71.8079
2024;2401651;Bodó - RN;RN;36.42;62.5172;19.24;63.0;14.71;57.0;63.48;0.0;42.0152
2024;2401701;Bom Jesus - RN;RN;52.33;98.7417;36.87;18.0;29.84;49.0;19.46;50.0;96.7869
2024;2401800;Brejinho - RN;RN;54.84;99.88;54.93;10.0;16.38;57.0;27.77;50.0;99.908
2024;2401859;Caiçara do Norte - RN;RN;27.91;98.2923;5.23;52.0;44.95;3.0;7.72;0.0;9.54
2024;2401909;Caiçara do Rio do Vento - RN;RN;57.94;90.5927;50.13;56.0;27.31;35.0;59.54;50.0;83.5374
2024;2402006;Caicó - RN;RN;60.63;94.7625;64.05;47.0;39.35;71.0;23.68;100.0;30.3796
2024;2402105;Campo Redondo - RN;RN;33.13;78.8422;18.03;55.0;13.19;33.0;19.04;0.0;62.3656
2024;2402204;Canguaretama - RN;RN;67.87;97.1456;37.69;56.0;43.76;80.0;24.35;100.0;99.0804
2024;2402303;Caraúbas - RN;RN;48.01;76.6147;47.86;43.0;0.48;49.0;22.32;100.0;30.2213
2024;2402402;Carnaúba dos Dantas - RN;RN;45.06;86.6109;40.56;54.0;54.95;51.0;24.19;0.0;59.997
2024;2402501;Carnaubais - RN;RN;37.05;73.8139;68.47;20.0;29.15;18.0;39.96;0.0;28.9133
2024;2402600;Ceará-Mirim - RN;RN;61.34;86.6935;43.32;48.0;44.58;78.0;18.67;100.0;64.3825
2024;2402709;Cerro Corá - RN;RN;32.86;76.2106;40.18;56.0;14.6;21.0;17.66;0.0;43.482
2024;2402808;Coronel Ezequiel - RN;RN;41.22;64.2836;36.38;52.0;32.39;47.0;28.62;0.0;84.1008
2024;2402907;Coronel João Pessoa - RN;RN;44.43;91.5223;27.35;46.0;35.11;17.0;46.35;0.0;86.5087
2024;2403004;Cruzeta - RN;RN;34.66;91.8405;48.81;18.0;7.28;55.0;18.21;0.0;39.1284
2024;2403103;Currais Novos - RN;RN;57.32;90.797;61.32;50.0;32.95;62.0;17.47;100.0;28.7929
2024;2403202;Doutor Severiano - RN;RN;40.16;89.6676;25.74;38.0;24.64;30.0;27.57;0.0;85.2038
2024;2403251;Parnamirim - RN;RN;79.08;99.9966;71.53;67.0;84.72;67.0;24.32;100.0;99.9249
2024;2403301;Encanto - RN;RN;42.06;87.7567;32.94;31.0;35.43;12.0;31.99;0.0;91.0793
2024;2403400;Equador - RN;RN;38.57;87.9935;38.35;10.0;54.92;15.0;36.52;0.0;41.6949
2024;2403509;Espírito Santo - RN;RN;45.76;89.9834;27.73;20.0;0.48;56.0;13.72;50.0;99.6823
2024;2403608;Extremoz - RN;RN;71.92;99.9999;55.69;67.0;61.89;43.0;24.63;100.0;99.9208
2024;2403707;Felipe Guerra - RN;RN;44.03;78.8277;48.43;12.0;95.04;49.0;15.48;0.0;41.2626
2024;2403756;Fernando Pedroza - RN;RN;37.85;88.9072;45.63;14.0;15.85;55.0;49.52;0.0;32.6103
2024;2403806;Florânia - RN;RN;29.63;84.1183;41.8;16.0;12.35;24.0;9.5;0.0;38.7706
2024;2403905;Francisco Dantas - RN;RN;49.37;86.4605;56.0;29.0;40.26;25.0;54.29;0.0;88.6756
2024;2404002;Frutuoso Gomes - RN;RN;45.26;92.0977;41.38;21.0;18.49;64.0;35.45;0.0;93.1746
2024;2404101;Galinhos - RN;RN;34.69;74.483;50.56;24.0;12.15;24.0;69.44;0.0;14.4195
2024;2404200;Goianinha - RN;RN;70.5;98.9183;59.23;38.0;62.75;53.0;21.27;100.0;98.5991
2024;2404309;Governador Dix-Sept Rosado - RN;RN;34.0;64.9294;33.49;12.0;5.82;53.0;28.6;50.0;16.3722
2024;2404408;Grossos - RN;RN;35.51;89.53;38.76;30.0;20.29;54.0;29.27;0.0;28.7426
2024;2404507;Guamaré - RN;RN;46.89;58.1657;65.15;47.0;54.21;59.0;31.35;0.0;71.5586
2024;2404606;Ielmo Marinho - RN;RN;38.1;71.3158;25.46;6.0;6.53;49.0;21.0;50.0;62.545
2024;2404705;Ipanguaçu - RN;RN;35.96;82.8773;43.27;43.0;8.77;71.0;17.2;0.0;43.2502
2024;2404804;Ipueira - RN;RN;53.85;97.0104;49.35;46.0;26.32;14.0;47.85;50.0;75.3068
2024;2404853;Itajá - RN;RN;46.55;95.1052;83.2;29.0;12.95;54.0;33.2;0.0;60.4925
2024;2404903;Itaú - RN;RN;33.32;94.0488;29.52;33.0;0.5;9.0;27.51;0.0;63.3294
2024;2405009;Jaçanã - RN;RN;46.53;91.5376;24.01;19.0;29.1;52.0;12.42;50.0;81.0141
2024;2405108;Jandaíra - RN;RN;41.48;78.9236;52.33;54.0;35.79;41.0;29.64;0.0;48.2731
2024;2405207;Janduís - RN;RN;39.25;81.5601;38.27;17.0;0.0;19.0;31.03;50.0;52.1736
2024;2405306;Januário Cicco - RN;RN;39.07;74.7581;37.91;14.0;15.11;66.0;22.63;0.0;88.6344
2024;2405405;Japi - RN;RN;37.25;85.3588;42.03;24.0;20.6;6.0;38.23;0.0;62.8965
2024;2405504;Jardim de Angicos - RN;RN;42.04;52.5377;30.24;17.0;0.1;78.0;60.17;50.0;55.2033
2024;2405603;Jardim de Piranhas - RN;RN;46.25;87.4039;47.87;23.0;23.91;44.0;24.28;50.0;51.968
2024;2405702;Jardim do Seridó - RN;RN;39.12;90.314;59.53;53.0;26.84;22.0;12.55;0.0;46.4831
2024;2405801;João Câmara - RN;RN;56.59;78.8048;51.03;29.0;53.09;29.0;31.64;100.0;42.2541
2024;2405900;João Dias - RN;RN;40.68;72.5524;45.36;34.0;0.0;65.0;47.78;0.0;75.8676
2024;2406007;José da Penha - RN;RN;41.86;87.8843;35.45;30.0;39.82;22.0;16.77;0.0;91.8167
2024;2406106;Jucurutu - RN;RN;43.09;67.1644;49.09;24.0;43.86;56.0;21.87;50.0;23.5926
2024;2406155;Jundiá - RN;RN;43.62;100.0;21.68;51.0;11.6;30.0;38.87;0.0;99.914
2024;2406205;Lagoa d'Anta - RN;RN;43.98;99.5649;51.76;40.0;7.57;15.0;29.7;0.0;96.2826
2024;2406304;Lagoa de Pedras - RN;RN;42.01;82.6676;33.35;42.0;16.46;71.0;26.4;0.0;84.2122
2024;2406403;Lagoa de Velhos - RN;RN;45.4;82.4223;49.17;11.0;33.42;46.0;75.96;0.0;54.9236
2024;2406502;Lagoa Nova - RN;RN;34.82;64.7775;45.08;56.0;20.28;51.0;9.3;0.0;52.2432
2024;2406601;Lagoa Salgada - RN;RN;45.28;95.3736;54.13;50.0;20.59;39.0;17.4;0.0;88.2725
2024;2406700;Lajes - RN;RN;55.76;80.1346;64.87;36.0;18.3;74.0;24.73;100.0;34.7323
2024;2406809;Lajes Pintadas - RN;RN;50.32;86.2689;54.77;15.0;32.6;54.0;60.74;0.0;91.3914
2024;2406908;Lucrécia - RN;RN;47.25;97.5631;61.45;19.0;19.84;42.0;27.94;0.0;97.3465
2024;2407005;Luís Gomes - RN;RN;41.82;82.2269;54.97;22.0;29.13;47.0;16.15;0.0;78.4979
2024;2407104;Macaíba - RN;RN;59.03;88.9657;43.44;48.0;27.55;59.0;21.98;100.0;68.6136
2024;2407203;Macau - RN;RN;44.53;88.9501;51.37;55.0;51.56;56.0;28.18;0.0;37.0824
2024;2407252;Major Sales - RN;RN;53.88;99.2906;55.04;65.0;43.58;33.0;36.88;0.0;99.7514
2024;2407302;Marcelino Vieira - RN;RN;47.83;83.4688;39.57;49.0;6.74;55.0;24.72;50.0;76.5906
2024;2407401;Martins - RN;RN;67.17;85.0586;58.44;62.0;38.05;62.0;29.72;100.0;90.6975
2024;2407500;Maxaranguape - RN;RN;42.22;79.5608;62.7;55.0;44.26;14.0;33.23;0.0;42.39
2024;2407609;Messias Targino - RN;RN;44.34;93.9061;48.27;25.0;26.11;35.0;34.06;0.0;82.1324
2024;2407708;Montanhas - RN;RN;39.51;97.9175;45.54;37.0;0.42;13.0;12.74;0.0;98.3868
2024;2407807;Monte Alegre - RN;RN;55.21;96.9165;37.24;59.0;36.21;64.0;6.29;50.0;96.8056
2024;2407906;Monte das Gameleiras - RN;RN;54.31;77.3126;74.58;34.0;21.87;42.0;85.36;0.0;92.6068
2024;2408003;Mossoró - RN;RN;69.62;95.5572;67.41;66.0;60.48;70.0;30.93;100.0;55.0588
2024;2408102;Natal - RN;RN;80.11;99.9986;75.13;69.0;70.2;72.0;39.79;100.0;99.9268
2024;2408201;Nísia Floresta - RN;RN;73.38;99.82;31.63;53.0;84.16;69.0;33.87;100.0;99.517
2024;2408300;Nova Cruz - RN;RN;57.46;84.9324;45.88;39.0;31.84;72.0;15.48;100.0;58.8606
2024;2408409;Olho-d'Água do Borges - RN;RN;52.62;97.7606;45.5;16.0;13.61;55.0;26.68;50.0;98.554
2024;2408508;Ouro Branco - RN;RN;34.31;85.2803;34.43;4.0;26.08;15.0;29.58;0.0;57.8909
2024;2408607;Paraná - RN;RN;33.03;83.6508;24.02;16.0;5.38;19.0;12.36;0.0;92.398
2024;2408706;Paraú - RN;RN;36.01;92.4664;57.63;4.0;25.35;4.0;27.33;0.0;44.868
2024;2408805;Parazinho - RN;RN;37.61;71.01;55.6;59.0;41.19;10.0;40.49;0.0;21.3449
2024;2408904;Parelhas - RN;RN;42.93;89.3469;33.98;66.0;63.31;34.0;13.53;0.0;52.4319
2024;2408953;Rio do Fogo - RN;RN;42.11;72.9211;52.62;31.0;77.47;28.0;23.43;0.0;40.3237
2024;2409100;Passa e Fica - RN;RN;42.53;92.3001;31.14;19.0;24.94;57.0;17.53;0.0;99.4574
2024;2409209;Passagem - RN;RN;59.22;99.9998;64.7;60.0;32.67;67.0;62.07;0.0;99.9061
2024;2409308;Patu - RN;RN;60.34;90.8851;59.07;16.0;33.46;60.0;26.68;100.0;64.2564
2024;2409332;Santa Maria - RN;RN;56.61;81.9831;59.98;33.0;30.0;31.0;30.05;100.0;51.5052
2024;2409407;Pau dos Ferros - RN;RN;63.31;98.16;49.14;63.0;59.62;15.0;12.51;100.0;74.9482
2024;2409506;Pedra Grande - RN;RN;36.63;53.4977;37.17;11.0;39.89;9.0;40.23;0.0;83.4999
2024;2409605;Pedra Preta - RN;RN;51.94;77.867;61.04;26.0;7.2;62.0;80.03;50.0;42.5194
2024;2409704;Pedro Avelino - RN;RN;30.59;62.8911;37.3;44.0;4.81;64.0;31.52;0.0;24.5946
2024;2409803;Pedro Velho - RN;RN;41.9;88.7367;32.88;6.0;0.77;41.0;10.57;50.0;83.8005
2024;2409902;Pendências - RN;RN;36.06;83.8886;53.64;30.0;31.75;58.0;23.93;0.0;13.0421
2024;2410009;Pilões - RN;RN;48.69;95.4844;69.52;27.0;6.23;27.0;49.83;0.0;98.4384
2024;2410108;Poço Branco - RN;RN;41.81;81.9897;36.32;59.0;44.83;48.0;19.81;0.0;59.6466
2024;2410207;Portalegre - RN;RN;44.11;79.6547;51.61;24.0;19.54;61.0;25.5;0.0;95.9881
2024;2410256;Porto do Mangue - RN;RN;32.38;58.5272;30.05;22.0;14.7;6.0;37.33;50.0;16.9247
2024;2410306;Serra Caiada - RN;RN;35.3;82.2091;24.44;29.0;11.37;38.0;17.94;0.0;82.3757
2024;2410405;Pureza - RN;RN;25.42;52.7829;33.57;11.0;33.61;12.0;20.6;0.0;26.7305
2024;2410504;Rafael Fernandes - RN;RN;46.28;95.084;51.43;39.0;27.01;19.0;26.56;0.0;99.9966
2024;2410603;Rafael Godeiro - RN;RN;42.24;86.6458;35.59;10.0;15.04;47.0;49.87;0.0;86.9508
2024;2410702;Riacho da Cruz - RN;RN;41.54;96.0998;49.47;7.0;0.36;21.0;36.48;0.0;99.8242
2024;2410801;Riacho de Santana - RN;RN;37.15;78.4814;32.05;8.0;7.9;43.0;35.35;0.0;86.7851
2024;2410900;Riachuelo - RN;RN;51.31;86.5608;37.83;46.0;11.9;73.0;19.67;50.0;92.7742
2024;2411007;Rodolfo Fernandes - RN;RN;34.83;91.9835;49.42;4.0;0.46;6.0;22.99;0.0;75.8916
2024;2411056;Tibau - RN;RN;43.69;84.8735;73.67;53.0;9.61;49.0;70.5;0.0;17.4553
2024;2411106;Ruy Barbosa - RN;RN;41.93;60.4257;38.17;24.0;37.43;22.0;61.24;0.0;82.4424
2024;2411205;Santa Cruz - RN;RN;60.78;92.8168;58.66;56.0;32.12;48.0;14.1;100.0;64.6987
2024;2411403;Santana do Matos - RN;RN;31.05;47.7975;34.97;43.0;6.79;45.0;11.77;50.0;15.8232
2024;2411429;Santana do Seridó - RN;RN;44.01;82.4479;30.83;3.0;57.23;33.0;53.82;0.0;72.9366
2024;2411502;Santo Antônio - RN;RN;55.54;94.4919;43.05;53.0;47.8;63.0;8.78;50.0;84.6525
2024;2411601;São Bento do Norte - RN;RN;36.9;50.7651;100.0;9.0;37.22;8.0;43.78;0.0;17.2056
2024;2411700;São Bento do Trairí - RN;RN;40.94;79.8616;40.82;14.0;0.13;74.0;51.39;0.0;76.9875
2024;2411809;São Fernando - RN;RN;38.53;74.7196;43.81;27.0;29.44;50.0;27.78;0.0;58.2327
2024;2411908;São Francisco do Oeste - RN;RN;44.2;95.2193;57.81;33.0;11.27;3.0;34.85;0.0;96.8593
2024;2412005;São Gonçalo do Amarante - RN;RN;67.87;97.6029;57.02;68.0;44.79;50.0;20.29;100.0;88.8559
2024;2412104;São João do Sabugi - RN;RN;45.29;86.9697;46.07;26.0;45.07;12.0;16.31;50.0;48.2468
2024;2412203;São José de Mipibu - RN;RN;67.82;97.738;47.04;57.0;47.16;74.0;13.08;100.0;97.2458
2024;2412302;São José do Campestre - RN;RN;37.33;89.7685;44.1;55.0;18.81;13.0;17.64;0.0;58.0322
2024;2412401;São José do Seridó - RN;RN;40.74;87.8912;29.28;24.0;19.46;57.0;42.41;0.0;71.2841
2024;2412500;São Miguel - RN;RN;47.31;96.3413;47.15;70.0;41.29;18.0;18.5;0.0;88.3984
2024;2412559;São Miguel do Gostoso - RN;RN;44.4;74.123;57.6;40.0;75.21;16.0;23.61;0.0;54.8301
2024;2412609;São Paulo do Potengi - RN;RN;44.21;92.1025;51.38;59.0;30.41;50.0;11.55;0.0;71.303
2024;2412708;São Pedro - RN;RN;42.87;95.7385;31.39;42.0;0.17;79.0;25.4;0.0;92.0684
2024;2412807;São Rafael - RN;RN;35.34;81.3296;26.69;42.0;37.5;60.0;25.32;0.0;26.2105
2024;2412906;São Tomé - RN;RN;29.71;68.324;40.89;25.0;3.95;63.0;24.54;0.0;26.1483
2024;2413003;São Vicente - RN;RN;38.85;82.066;40.89;44.0;17.42;16.0;23.03;0.0;83.0237
2024;2413102;Senador Elói de Souza - RN;RN;37.65;79.6334;35.57;13.0;1.83;71.0;33.29;0.0;75.9129
2024;2413201;Senador Georgino Avelino - RN;RN;57.02;100.0;67.41;59.0;18.24;66.0;59.62;0.0;98.9238
2024;2413300;Serra de São Bento - RN;RN;40.38;86.5137;46.94;36.0;10.53;5.0;25.58;0.0;97.3959
2024;2413359;Serra do Mel - RN;RN;53.73;85.4459;33.06;23.0;20.26;57.0;62.07;100.0;26.5386
2024;2413409;Serra Negra do Norte - RN;RN;32.22;75.8618;47.28;36.0;0.67;62.0;12.82;0.0;39.9124
2024;2413508;Serrinha - RN;RN;32.24;69.2859;33.94;34.0;9.38;52.0;22.7;0.0;49.6269
2024;2413557;Serrinha dos Pintos - RN;RN;39.5;71.4945;43.97;34.0;7.34;13.0;20.82;50.0;55.1101
2024;2413607;Severiano Melo - RN;RN;38.88;97.2665;41.26;7.0;0.27;19.0;35.57;0.0;89.148
2024;2413706;Sítio Novo - RN;RN;40.51;76.856;29.26;9.0;40.2;15.0;42.03;0.0;90.7262
2024;2413805;Taboleiro Grande - RN;RN;47.12;91.3209;58.33;21.0;5.61;48.0;62.34;0.0;84.4741
2024;2413904;Taipu - RN;RN;53.36;69.2706;40.09;39.0;22.06;37.0;25.61;100.0;70.7411
2024;2414001;Tangará - RN;RN;55.26;83.6409;55.66;63.0;12.28;57.0;11.03;100.0;52.4053
2024;2414100;Tenente Ananias - RN;RN;33.3;73.3239;36.56;22.0;9.0;28.0;23.61;0.0;69.1103
2024;2414159;Tenente Laurentino Cruz - RN;RN;45.96;88.0916;73.78;29.0;13.69;27.0;24.52;0.0;97.6589
2024;2414209;Tibau do Sul - RN;RN;75.02;98.4234;68.26;64.0;95.6;49.0;61.66;50.0;98.1038
2024;2414308;Timbaúba dos Batistas - RN;RN;48.06;91.4285;55.29;41.0;40.81;12.0;41.32;0.0;86.5097
2024;2414407;Touros - RN;RN;28.51;42.4958;34.93;34.0;60.23;15.0;21.66;0.0;16.7539
2024;2414456;Triunfo Potiguar - RN;RN;38.38;71.3648;44.85;6.0;12.95;21.0;28.79;50.0;42.4849
2024;2414506;Umarizal - RN;RN;64.15;95.2855;51.09;29.0;34.63;52.0;28.11;100.0;92.6974
2024;2414605;Upanema - RN;RN;35.96;59.0465;39.75;24.0;11.15;62.0;21.41;50.0;21.3437
2024;2414704;Várzea - RN;RN;55.82;97.6406;44.61;61.0;0.46;62.0;37.15;50.0;99.8675
2024;2414753;Venha-Ver - RN;RN;44.16;90.747;43.54;46.0;3.87;15.0;49.42;0.0;98.2086
2024;2414803;Vera Cruz - RN;RN;48.79;93.2023;67.79;49.0;19.17;70.0;18.11;0.0;86.5746
2024;2414902;Viçosa - RN;RN;43.08;99.4276;45.22;11.0;0.53;10.0;52.91;0.0;100.0
2024;2415008;Vila Flor - RN;RN;55.33;99.8616;57.24;27.0;37.78;52.0;60.81;0.0;99.9482
2024;2500106;Água Branca - PB;PB;40.0;54.1552;41.66;12.0;3.52;7.0;15.66;100.0;44.1999
2024;2500205;Aguiar - PB;PB;30.69;58.9815;41.74;27.0;0.2;76.0;19.76;0.0;44.7985
2024;2500304;Alagoa Grande - PB;PB;44.88;79.1981;42.74;33.0;11.0;60.0;9.34;50.0;71.6273
2024;2500403;Alagoa Nova - PB;PB;43.29;89.6859;36.82;37.0;23.75;63.0;9.21;0.0;98.0872
2024;2500502;Alagoinha - PB;PB;49.08;88.9279;33.26;22.0;15.81;57.0;17.71;50.0;97.7827
2024;2500536;Alcantil - PB;PB;33.55;59.8986;35.0;33.0;13.55;58.0;34.62;0.0;50.5413
2024;2500577;Algodão de Jandaíra - PB;PB;30.4;69.7355;37.12;1.0;5.72;57.0;32.21;0.0;41.0117
2024;2500601;Alhandra - PB;PB;57.63;99.5671;65.95;61.0;12.35;47.0;19.74;50.0;99.9698
2024;2500700;São João do Rio do Peixe - PB;PB;41.65;65.297;30.54;34.0;31.64;52.0;10.83;50.0;56.7404
2024;2500734;Amparo - PB;PB;37.98;72.3326;52.96;6.0;7.66;21.0;43.18;0.0;81.5852
2024;2500775;Aparecida - PB;PB;50.18;77.7166;37.0;18.0;17.96;54.0;18.24;100.0;54.4492
2024;2500809;Araçagi - PB;PB;43.6;73.1493;35.33;40.0;2.6;66.0;11.76;50.0;77.2504
2024;2500908;Arara - PB;PB;46.52;85.3782;34.46;14.0;19.89;37.0;20.01;50.0;89.0565
2024;2501005;Araruna - PB;PB;35.63;77.7751;43.59;49.0;17.49;8.0;8.6;0.0;76.1076
2024;2501104;Areia - PB;PB;56.41;79.2212;36.72;64.0;23.18;50.0;8.66;100.0;81.7503
2024;2501153;Areia de Baraúnas - PB;PB;35.56;72.2325;31.6;30.0;0.0;70.0;49.12;0.0;50.9546
2024;2501203;Areial - PB;PB;52.95;99.8971;67.61;49.0;22.42;68.0;27.05;0.0;99.821
2024;2501302;Aroeiras - PB;PB;27.18;62.9242;34.14;28.0;4.14;41.0;10.44;0.0;45.0957
2024;2501351;Assunção - PB;PB;43.78;94.1932;51.79;9.0;22.05;51.0;23.03;0.0;89.4425
2024;2501401;Baía da Traição - PB;PB;34.11;86.7852;52.1;59.0;11.38;11.0;20.73;0.0;
2024;2501500;Bananeiras - PB;PB;50.8;68.7689;29.44;61.0;24.97;9.0;14.59;100.0;75.1585
2024;2501534;Baraúna - PB;PB;56.37;92.0821;47.97;4.0;45.59;51.0;40.26;50.0;91.6549
2024;2501575;Barra de Santana - PB;PB;27.2;33.6445;17.97;59.0;19.84;57.0;24.23;0.0;41.4436
2024;2501609;Barra de Santa Rosa - PB;PB;32.22;70.6078;41.92;27.0;21.56;72.0;11.46;0.0;29.781
2024;2501708;Barra de São Miguel - PB;PB;27.53;51.1376;24.76;12.0;0.45;75.0;32.78;0.0;44.1049
2024;2501807;Bayeux - PB;PB;66.72;100.0;60.31;65.0;29.93;30.0;21.33;100.0;99.9671
2024;2501906;Belém - PB;PB;60.11;97.7043;48.87;35.0;0.09;74.0;11.95;100.0;99.731
